% Column 0: Length, mm
% Column 1: Potential, Volts
0.00000000e+000	1.00000000e+002	
2.66844563e-003	9.99199467e+001	
5.33689126e-003	9.98398933e+001	
8.00533689e-003	9.97598399e+001	
1.06737825e-002	9.96797866e+001	
1.33422282e-002	9.95997332e+001	
1.60106738e-002	9.95196799e+001	
1.86791194e-002	9.94396265e+001	
2.13475650e-002	9.93595732e+001	
2.40160107e-002	9.92795198e+001	
2.66844563e-002	9.91994664e+001	
2.93529019e-002	9.91194131e+001	
3.20213476e-002	9.90393597e+001	
3.46897932e-002	9.89593064e+001	
3.73582388e-002	9.88792530e+001	
4.00266845e-002	9.87991997e+001	
4.26951301e-002	9.87191463e+001	
4.53635757e-002	9.86390930e+001	
4.80320213e-002	9.85590396e+001	
5.07004670e-002	9.84789862e+001	
5.33689126e-002	9.83989329e+001	
5.60373582e-002	9.83188795e+001	
5.87058039e-002	9.82388262e+001	
6.13742495e-002	9.81587728e+001	
6.40426951e-002	9.80787195e+001	
6.67111408e-002	9.79986661e+001	
6.93795864e-002	9.79186127e+001	
7.20480320e-002	9.78385594e+001	
7.47164777e-002	9.77585060e+001	
7.73849233e-002	9.76784527e+001	
8.00533689e-002	9.75983993e+001	
8.27218145e-002	9.75183460e+001	
8.53902602e-002	9.74382926e+001	
8.80587058e-002	9.73582393e+001	
9.07271514e-002	9.72781859e+001	
9.33955971e-002	9.71981325e+001	
9.60640427e-002	9.71180792e+001	
9.87324883e-002	9.70380258e+001	
1.01400934e-001	9.69579724e+001	
1.04069380e-001	9.68779190e+001	
1.06737825e-001	9.67978657e+001	
1.09406271e-001	9.67178123e+001	
1.12074716e-001	9.66377589e+001	
1.14743162e-001	9.65577055e+001	
1.17411608e-001	9.64776522e+001	
1.20080053e-001	9.63975988e+001	
1.22748499e-001	9.63175454e+001	
1.25416945e-001	9.62374920e+001	
1.28085390e-001	9.61574387e+001	
1.30753836e-001	9.60773853e+001	
1.33422282e-001	9.59973319e+001	
1.36090727e-001	9.59172785e+001	
1.38759173e-001	9.58372252e+001	
1.41427618e-001	9.57571718e+001	
1.44096064e-001	9.56771184e+001	
1.46764510e-001	9.55970650e+001	
1.49432955e-001	9.55170117e+001	
1.52101401e-001	9.54369583e+001	
1.54769847e-001	9.53569049e+001	
1.57438292e-001	9.52768515e+001	
1.60106738e-001	9.51967982e+001	
1.62775183e-001	9.51167448e+001	
