% Column 0: Length, m
% Column 1: |B|, Tesla
0.00000000e+000	1.97499217e-001	
6.00400267e-003	1.96987065e-001	
1.20080053e-002	1.96474897e-001	
1.80120080e-002	1.95962742e-001	
2.40160107e-002	1.95357834e-001	
3.00200133e-002	1.94264333e-001	
3.60240160e-002	1.93047341e-001	
4.20280187e-002	1.91763196e-001	
4.80320213e-002	1.90479053e-001	
5.40360240e-002	1.89194912e-001	
6.00400267e-002	1.87910773e-001	
6.60440294e-002	1.86699693e-001	
7.20480320e-002	1.85544930e-001	
7.80520347e-002	1.84460230e-001	
8.40560374e-002	1.83529844e-001	
9.00600400e-002	1.82599567e-001	
9.60640427e-002	1.81669400e-001	
1.02068045e-001	1.80739345e-001	
1.08072048e-001	1.79809405e-001	
1.14076051e-001	1.78879579e-001	
1.20080053e-001	1.78008307e-001	
1.26084056e-001	1.77168569e-001	
1.32088059e-001	1.76250365e-001	
1.38092061e-001	1.75332349e-001	
1.44096064e-001	1.74414524e-001	
1.50100067e-001	1.73496892e-001	
1.56104069e-001	1.72579457e-001	
1.62108072e-001	1.71662222e-001	
1.68112075e-001	1.70745191e-001	
1.74116077e-001	1.69828365e-001	
1.80120080e-001	1.68865019e-001	
1.86124083e-001	1.67899822e-001	
1.92128085e-001	1.66934630e-001	
1.98132088e-001	1.65969442e-001	
2.04136091e-001	1.65004259e-001	
2.10140093e-001	1.64039080e-001	
2.16144096e-001	1.63278919e-001	
2.22148099e-001	1.62572207e-001	
2.28152101e-001	1.61865498e-001	
2.34156104e-001	1.61158790e-001	
2.40160107e-001	1.60452084e-001	
2.46164109e-001	1.59745380e-001	
2.52168112e-001	1.59038678e-001	
2.58172115e-001	1.58331978e-001	
2.64176117e-001	1.57564744e-001	
2.70180120e-001	1.56760302e-001	
2.76184123e-001	1.55955860e-001	
2.82188125e-001	1.55151418e-001	
2.88192128e-001	1.54423634e-001	
2.94196131e-001	1.53742015e-001	
3.00200133e-001	1.53060415e-001	
3.06204136e-001	1.52378835e-001	
3.12208139e-001	1.51697275e-001	
3.18212141e-001	1.51015735e-001	
3.24216144e-001	1.50334216e-001	
3.30220147e-001	1.49652718e-001	
3.36224149e-001	1.49010897e-001	
3.42228152e-001	1.48405620e-001	
3.48232155e-001	1.47799975e-001	
3.54236157e-001	1.47193409e-001	
3.60240160e-001	1.46586842e-001	
3.66244163e-001	1.45980276e-001	
3.72248165e-001	1.45373710e-001	
3.78252168e-001	1.44767144e-001	
3.84256171e-001	1.44160578e-001	
3.90260173e-001	1.43554012e-001	
3.96264176e-001	1.42947446e-001	
4.02268179e-001	1.42339667e-001	
4.08272181e-001	1.41739246e-001	
4.14276184e-001	1.41162802e-001	
4.20280187e-001	1.40586362e-001	
4.26284189e-001	1.40009926e-001	
4.32288192e-001	1.39433494e-001	
4.38292195e-001	1.38857066e-001	
4.44296197e-001	1.38280643e-001	
4.50300200e-001	1.37704224e-001	
4.56304203e-001	1.37127810e-001	
4.62308205e-001	1.36551400e-001	
4.68312208e-001	1.35974994e-001	
4.74316211e-001	1.35398594e-001	
4.80320213e-001	1.34822198e-001	
4.86324216e-001	1.34248377e-001	
4.92328219e-001	1.33738134e-001	
4.98332221e-001	1.33227893e-001	
5.04336224e-001	1.32717655e-001	
5.10340227e-001	1.32207419e-001	
5.16344229e-001	1.31697187e-001	
5.22348232e-001	1.31186956e-001	
5.28352235e-001	1.30708870e-001	
5.34356237e-001	1.30296074e-001	
5.40360240e-001	1.29883284e-001	
5.46364243e-001	1.29470500e-001	
5.52368245e-001	1.29057722e-001	
5.58372248e-001	1.28644951e-001	
5.64376251e-001	1.28232186e-001	
5.70380254e-001	1.27819427e-001	
5.76384256e-001	1.27406674e-001	
5.82388259e-001	1.26993928e-001	
5.88392262e-001	1.26581189e-001	
5.94396264e-001	1.26168456e-001	
6.00400267e-001	1.25755730e-001	
6.06404270e-001	1.25343010e-001	
6.12408272e-001	1.24930298e-001	
6.18412275e-001	1.24517592e-001	
6.24416278e-001	1.24104893e-001	
6.30420280e-001	1.23692201e-001	
6.36424283e-001	1.23279516e-001	
6.42428286e-001	1.22866838e-001	
6.48432288e-001	1.22454168e-001	
6.54436291e-001	1.22041505e-001	
6.60440294e-001	1.21628849e-001	
6.66444296e-001	1.21216200e-001	
6.72448299e-001	1.20803559e-001	
6.78452302e-001	1.20370559e-001	
6.84456304e-001	1.19931977e-001	
6.90460307e-001	1.19493421e-001	
6.96464310e-001	1.19054891e-001	
7.02468312e-001	1.18616386e-001	
7.08472315e-001	1.18177907e-001	
7.14476318e-001	1.17739455e-001	
7.20480320e-001	1.17301029e-001	
7.26484323e-001	1.16862631e-001	
7.32488326e-001	1.16424260e-001	
7.38492328e-001	1.16013128e-001	
7.44496331e-001	1.15642828e-001	
7.50500334e-001	1.15272540e-001	
7.56504336e-001	1.14902265e-001	
7.62508339e-001	1.14532001e-001	
7.68512342e-001	1.14161749e-001	
7.74516344e-001	1.13791510e-001	
7.80520347e-001	1.13421284e-001	
7.86524350e-001	1.13051070e-001	
7.92528352e-001	1.12680868e-001	
7.98532355e-001	1.12310680e-001	
8.04536358e-001	1.11940505e-001	
8.10540360e-001	1.11570342e-001	
8.16544363e-001	1.11200193e-001	
8.22548366e-001	1.10830058e-001	
8.28552368e-001	1.10459936e-001	
8.34556371e-001	1.10089827e-001	
8.40560374e-001	1.09719733e-001	
8.46564376e-001	1.09349652e-001	
8.52568379e-001	1.08979585e-001	
8.58572382e-001	1.08609533e-001	
8.64576384e-001	1.08239495e-001	
8.70580387e-001	1.07869472e-001	
8.76584390e-001	1.07499463e-001	
8.82588392e-001	1.07129469e-001	
8.88592395e-001	1.06759490e-001	
8.94596398e-001	1.06389526e-001	
9.00600400e-001	1.06019578e-001	
9.06604403e-001	1.05649644e-001	
9.12608406e-001	1.05279727e-001	
9.18612408e-001	1.04909825e-001	
9.24616411e-001	1.04539940e-001	
9.30620414e-001	1.04170070e-001	
9.36624416e-001	1.03800217e-001	
9.42628419e-001	1.03430380e-001	
9.48632422e-001	1.03063043e-001	
9.54636424e-001	1.02728004e-001	
9.60640427e-001	1.02392994e-001	
9.66644430e-001	1.02058015e-001	
9.72648432e-001	1.01723067e-001	
9.78652435e-001	1.01388150e-001	
9.84656438e-001	1.01053264e-001	
9.90660440e-001	1.00718409e-001	
